Bewoners van de wijde wereld, hoort.;True;49;8;False;;;
Jezus zegt dat Hij hier van ons verwacht,;True;49;11;False;;;
Ere zij God;False;49;13;False;False;;
Ik zal mijn water gieten;True;49;16;False;False;;
De HEER die leeft, de God der goden spreekt,;True;50;1;False;;;
Ere zij God;False;50;2;False;False;;
O grote God, o goede Heer,;True;50;3;False;;;
De HEER die leeft, de God der goden spreekt,;True;50;8;False;;;
Jozef zoekt zijn grote broers,;True;50;11;False;;;
Father I place into your hands;True;50;13;False;;;
Dwalende schapen;True;50;a;16;False;;
All we like sheep;True;50;b;16;False;;
Dwalende schapen;True;50;16;False;False;;
Ontferm U God, ontferm U, hoor mijn klacht,;True;51;1;False;;;
0 hemels licht dat mijn bestaan doorschijnt;True;51;2;False;;;
Lieve Heer, Gij zegt kom en ik kom,;True;51;3;False;;;
Ontferm U God, ontferm U, hoor mijn klacht,;True;51;8;False;False;;
Keervers: 1 4tet, 2 gemeente:;True;51;p;8;False;;
Dit is Mijn gebod, dat gij elkander;True;51;10;False;;;
Maak een vrolijk geluid voor de Heer;True;51;12;False;;;
Forever;True;51;13;False;;;
Zelfs als de bergen wijken en wank´len;False;51;a;16;False;False;
Quand les montagnes s'éloigneraient;True;51;b;16;False;False;
Zelfs als de bergen wijken en wank´len;True;51;16;False;False;;
Waarom beroemt u zich op 't kwade,;True;52;1;False;;;
Zo laat Gij, HEER, uw knecht;True;52;2;False;;;
Jaìrus had een dochtertje,;True;52;3;False;;;
Waarom toch het kwaad zo te prijzen,;True;52;8;False;;;
Kijk daar een metselaar, ;True;52;11;False;;;
Ik zegen jou in Jezus' Naam.;True;52;12;False;;;
ge15;True;52;13;False;;;
Daar komt de man uit Anatot;True;52;16;False;;;
De dwaas zegt bij zichzelf in overmoed:;True;53;1;False;;;
In de lente van mijn leven;True;53;2;False;;;
Zijt Gij waarop de wereld wacht;True;53;3;False;;;
"De dwaas zegt in zijn hart: ""Er is geen God";",""True";53;8;False;;;
Kijk eens om je heen,;True;53;11;False;;;
ge27;True;53;13;False;;;
Heel de schepping, prijs de Heer;True;53;16;False;;;
O God, verlos mij door uw naam,;True;54;1;False;;;
Door de poort van Nain gaat ;True;54;2;False;;;
Een zaaier ging uit om te zaaien,;True;54;3;False;;;
O God, verlos mij door uw naam!;True;54;8;False;;;
Looft de Here, alle gij volken,;False;54;10;False;False;;
Laat de kind'ren tot Mij komen,;True;54;11;False;False;;
De Here zegent jou (OTH 395/OvK 185);True;54;13;False;False;;
Waarom, waarom;True;54;16;False;False;;
O God, neem mijn gebed ter ore,;True;55;1;False;;;
Er is geen plaats, er is geen plaats;True;55;2;False;;;
Weet gij waarmee het koninkrijk;True;55;3;False;;;
God, laat mij smekend tot U treden,;True;55;8;False;;;
Groot is de Heer;False;55;10;False;False;;
Gewoon maar een knecht;True;55;13;False;;;
Ik heb verstaan, HEER, wat Gij hebt gezegd;True;55;16;False;;;
Ontferm U, God, zij maken op mij jacht.;True;56;1;False;;;
Bij de Jakobsbron;True;56;2;False;;;
Ga in het schip, zegt Gij,;True;56;3;False;;;
Wees mij genadig, Heer, want een geweld;True;56;8;False;;;
Looft de Here, alle gij volken,;True;56;11;False;False;;
Gij allen  (mel. Gez 228, (evt.208, 212));True;56;13;False;False;;
Al zou de vijgenboom niet bloeien;True;56;16;False;;;
Wees mij genadig, Heer, wees mij nabij,;True;57;1;False;;;
Ik ben het levensbrood;True;57;2;False;;;
Zeven was voldoende,;True;57;3;False;False;;
Wees mij genadig, Heer, wees mij nabij,;True;57;8;False;;;
Maria kwam bij het graf,;True;57;11;False;;;
God kent jou;True;57;13;False;;;
Roeach;True;57;16;False;;;
U die in hoogheid bent gezeten,;True;58;1;False;;;
Jezus zegt: blijf niet alleen;True;58;2;False;;;
De schapen alle honderd,;True;58;3;False;;;
Gij hoge raad, bijeengekomen;True;58;8;False;;;
Vrede zij u, vrede zij u,;True;58;10;False;False;;
Mijn God is zo groot,;True;58;11;False;;;
God of wonder;False;58;13;False;False;;
Zoekt eerst het Koninkrijk van God;False;58;16;False;False;;
Kom, Heer, mij uit de hand bevrijden;True;59;1;False;;;
Ik ben de goede herder die;True;59;2;False;;;
De rijke kwam tot Jezus;False;59;3;False;False;;
Kom, Heer, mij uit de hand bevrijden;True;59;8;False;;;
Mogen de woorden van mijn mond,;True;59;10;False;;;
Mijn Vader dank U wel, dat U steeds bij mij bent.;True;59;11;False;False;;
God scheurt zijn hemel open (Mel. Gez. 117 of 409);True;59;13;False;False;;
Weest niet bezorgd;True;59;16;False;;;
O God, hoe hebt U ons bedroefd,;True;60;1;False;;;
Lazarus van Bethanië ;True;60;2;False;;;
Pluk nu het groen van de velden;True;60;3;False;;;
O God, die ons verstoten had,;True;60;8;False;;;
Voor uw liefde, Heer Jezus;True;60;10;False;False;;
Refrein:;True;60;11;False;;;
Groeilied;True;60;13;False;;;
Komt tot Mij, allen die...;False;60;16;False;False;;
Wil, o God, mijn smeking horen,;True;61;1;False;;;
Nu legt Gij in de paaszaal ;True;61;2;False;;;
Een landheer had met eigen hand;False;61;3;False;False;;
O Here, verhoor mijn smeken.;True;61;8;False;;;
Nu gaan de bloemen nog dood,;True;61;11;False;;;
Groot of klein;True;61;13;False;;;
